epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,1453.99,0.89484,0.84554,1.31706,0.74664,0.76528,0.83144,0.61265,1.05422,1.56289,1.34579,0.000388345,0.000388345,0.000388345
87,1470.54,0.89269,0.84678,1.31117,0.75095,0.7634,0.81245,0.60678,1.03353,1.36449,1.32403,0.000383867,0.000383867,0.000383867
88,1487.33,0.90818,0.83513,1.31718,0.75956,0.75447,0.81311,0.59104,1.09911,1.73842,1.36625,0.000379388,0.000379388,0.000379388
89,1504.24,0.89083,0.84037,1.29997,0.77964,0.73902,0.80776,0.56176,1.21924,1.81981,1.44591,0.00037491,0.00037491,0.00037491
90,1521.02,0.88843,0.83135,1.30369,0.74455,0.7717,0.82895,0.61008,1.05894,1.53005,1.32295,0.000370432,0.000370432,0.000370432
91,1537.83,0.87692,0.81519,1.29485,0.65251,0.70207,0.76443,0.55506,1.17272,1.9073,1.41019,0.000365954,0.000365954,0.000365954
92,1554.64,0.874,0.82485,1.29764,0.76384,0.80193,0.85661,0.62591,1.08664,1.50453,1.35037,0.000361475,0.000361475,0.000361475
93,1571.38,0.88231,0.83055,1.30727,0.77546,0.74867,0.84212,0.60324,1.10869,1.67794,1.38045,0.000356997,0.000356997,0.000356997
94,1587.98,0.88006,0.82173,1.30487,0.72765,0.80027,0.84946,0.61406,1.07541,1.59675,1.35185,0.000352519,0.000352519,0.000352519
95,1604.73,0.88287,0.82227,1.30021,0.74769,0.77301,0.84481,0.6024,1.09804,1.56982,1.34236,0.00034804,0.00034804,0.00034804
96,1621.71,0.87804,0.81761,1.29887,0.75848,0.75285,0.82125,0.59631,1.09376,1.50566,1.35484,0.000343562,0.000343562,0.000343562
97,1638.43,0.86549,0.80089,1.2897,0.75912,0.77538,0.85748,0.63486,1.06492,1.52769,1.32702,0.000339084,0.000339084,0.000339084
98,1655.2,0.86038,0.78507,1.28393,0.70262,0.71159,0.80006,0.56441,1.2462,1.93981,1.45544,0.000334605,0.000334605,0.000334605
99,1672.37,0.87467,0.81237,1.29282,0.70769,0.78823,0.84966,0.6106,1.1107,1.50133,1.35791,0.000330127,0.000330127,0.000330127
100,1689.73,0.85601,0.8065,1.28742,0.7848,0.71529,0.80627,0.58338,1.13263,1.71474,1.36717,0.000325649,0.000325649,0.000325649
101,1707.23,0.8528,0.78699,1.28197,0.77657,0.75176,0.83778,0.5893,1.15043,1.60251,1.38343,0.000321171,0.000321171,0.000321171
102,1724.36,0.86417,0.79393,1.28832,0.75345,0.78679,0.86313,0.61491,1.09651,1.55728,1.35399,0.000316692,0.000316692,0.000316692
103,1741.38,0.85351,0.80187,1.28321,0.72206,0.7522,0.81131,0.59211,1.10808,1.67094,1.35883,0.000312214,0.000312214,0.000312214
104,1758.26,0.84688,0.77975,1.26921,0.76219,0.79762,0.83259,0.58748,1.17131,1.57403,1.39119,0.000307736,0.000307736,0.000307736
105,1775.13,0.83378,0.76555,1.27008,0.7722,0.70159,0.80799,0.58898,1.13994,1.989,1.39701,0.000303257,0.000303257,0.000303257
106,1792.05,0.8412,0.76292,1.27371,0.74452,0.70708,0.81091,0.57944,1.19818,1.89964,1.44015,0.000298779,0.000298779,0.000298779
107,1808.73,0.84521,0.79124,1.27228,0.72856,0.75081,0.80361,0.57792,1.14433,1.64101,1.36566,0.000294301,0.000294301,0.000294301
108,1825.4,0.84657,0.77798,1.26619,0.76241,0.70866,0.80914,0.59981,1.07577,1.82741,1.36414,0.000289823,0.000289823,0.000289823
109,1842.06,0.83134,0.75873,1.2544,0.74683,0.72787,0.80729,0.5784,1.2065,1.78337,1.41539,0.000285344,0.000285344,0.000285344
110,1859.17,0.82854,0.76321,1.25909,0.75025,0.71263,0.79276,0.57007,1.16032,1.85669,1.39547,0.000280866,0.000280866,0.000280866
111,1875.78,0.82954,0.74923,1.26367,0.77144,0.74998,0.81334,0.59337,1.09821,1.80334,1.36244,0.000276388,0.000276388,0.000276388
112,1892.53,0.81733,0.74406,1.25399,0.75673,0.73946,0.79739,0.58848,1.0907,1.73748,1.36074,0.000271909,0.000271909,0.000271909
113,1909.36,0.81979,0.74672,1.24018,0.76233,0.74759,0.81242,0.59365,1.1722,1.80569,1.40218,0.000267431,0.000267431,0.000267431
114,1926.07,0.81877,0.75127,1.25324,0.73891,0.75047,0.80847,0.58343,1.09102,1.73421,1.34911,0.000262953,0.000262953,0.000262953
115,1942.73,0.78644,0.71931,1.22469,0.73438,0.71188,0.81359,0.59905,1.11873,1.8885,1.37478,0.000258474,0.000258474,0.000258474
116,1959.67,0.80676,0.74106,1.24609,0.75107,0.71585,0.81259,0.59177,1.11271,1.84616,1.37831,0.000253996,0.000253996,0.000253996
117,1976.58,0.80657,0.74532,1.23812,0.74483,0.68535,0.82565,0.59391,1.18515,1.87924,1.40064,0.000249518,0.000249518,0.000249518
118,1993.56,0.80463,0.7471,1.23765,0.76706,0.73845,0.83082,0.59842,1.16344,1.81103,1.37924,0.00024504,0.00024504,0.00024504
119,2010.29,0.80129,0.7282,1.2346,0.74502,0.76123,0.84005,0.60641,1.08593,1.61316,1.32582,0.000240561,0.000240561,0.000240561
120,2027.03,0.80482,0.74079,1.23921,0.74736,0.65291,0.80144,0.57749,1.15476,2.0551,1.39293,0.000236083,0.000236083,0.000236083
121,2044,0.80384,0.72406,1.23218,0.77454,0.69461,0.79569,0.57775,1.15845,1.88235,1.37845,0.000231605,0.000231605,0.000231605
122,2060.6,0.80582,0.72627,1.23665,0.7648,0.72829,0.82468,0.60515,1.09841,1.72954,1.34014,0.000227126,0.000227126,0.000227126
123,2077.01,0.79746,0.72991,1.2275,0.78892,0.74009,0.83025,0.62517,1.07197,1.70574,1.33093,0.000222648,0.000222648,0.000222648
124,2093.68,0.78991,0.73062,1.23494,0.77051,0.71273,0.8262,0.60645,1.10816,1.83698,1.35331,0.00021817,0.00021817,0.00021817
125,2110.43,0.79638,0.71985,1.24039,0.776,0.70694,0.81827,0.59377,1.11327,1.79783,1.34704,0.000213692,0.000213692,0.000213692
126,2126.9,0.79296,0.71747,1.22836,0.77322,0.72206,0.81738,0.60424,1.10025,1.80294,1.34973,0.000209213,0.000209213,0.000209213
127,2143.5,0.77959,0.71636,1.21832,0.79844,0.75084,0.83484,0.61482,1.04129,1.82743,1.31814,0.000204735,0.000204735,0.000204735
128,2160.47,0.78347,0.71006,1.22295,0.74967,0.73331,0.80995,0.5972,1.06739,1.8361,1.33414,0.000200257,0.000200257,0.000200257
129,2177.23,0.78001,0.70433,1.22455,0.76814,0.72296,0.83119,0.62729,1.02716,1.70925,1.30458,0.000195778,0.000195778,0.000195778
130,2194.01,0.78517,0.72652,1.22207,0.77046,0.73103,0.84033,0.61277,1.08579,1.75219,1.3347,0.0001913,0.0001913,0.0001913
131,2210.63,0.78434,0.70305,1.22703,0.75492,0.75744,0.84279,0.62365,1.06389,1.69178,1.3327,0.000186822,0.000186822,0.000186822
132,2227.44,0.77308,0.69319,1.21268,0.78164,0.75879,0.84091,0.61603,1.1285,1.68677,1.35828,0.000182343,0.000182343,0.000182343
133,2244.23,0.77463,0.6959,1.21487,0.77863,0.73785,0.83966,0.62179,1.08272,1.72387,1.32333,0.000177865,0.000177865,0.000177865
134,2260.92,0.76772,0.71099,1.21652,0.73503,0.75884,0.83659,0.60969,1.10737,1.68481,1.33317,0.000173387,0.000173387,0.000173387
135,2277.57,0.76724,0.69262,1.2062,0.79663,0.73348,0.83669,0.62264,1.09733,1.79916,1.34256,0.000168909,0.000168909,0.000168909
136,2294.25,0.758,0.67791,1.19892,0.75405,0.72727,0.81382,0.6024,1.14534,1.82356,1.38225,0.00016443,0.00016443,0.00016443
137,2310.83,0.75346,0.69002,1.20313,0.77317,0.75811,0.85002,0.62412,1.07843,1.64085,1.32308,0.000159952,0.000159952,0.000159952
138,2327.28,0.76676,0.6733,1.21528,0.76651,0.7435,0.84592,0.61905,1.08522,1.77628,1.3338,0.000155474,0.000155474,0.000155474
139,2343.74,0.75736,0.67913,1.20494,0.7613,0.77144,0.85359,0.62599,1.06186,1.62591,1.3307,0.000150995,0.000150995,0.000150995
140,2360.39,0.76029,0.69488,1.20384,0.7664,0.75161,0.85376,0.63745,1.03763,1.62641,1.29925,0.000146517,0.000146517,0.000146517
141,2376.94,0.75282,0.68572,1.19737,0.79627,0.75911,0.85443,0.63216,1.05494,1.65448,1.31204,0.000142039,0.000142039,0.000142039
142,2393.68,0.75211,0.68289,1.1975,0.78123,0.73945,0.82631,0.61217,1.09574,1.83531,1.3459,0.000137561,0.000137561,0.000137561
143,2410.41,0.76224,0.69608,1.20943,0.7615,0.71904,0.83222,0.61213,1.09041,1.80781,1.34653,0.000133082,0.000133082,0.000133082
144,2427.08,0.7599,0.68121,1.20895,0.76044,0.72362,0.82296,0.60675,1.08963,1.8144,1.36041,0.000128604,0.000128604,0.000128604
145,2443.77,0.74161,0.6732,1.1951,0.78204,0.72764,0.83125,0.62128,1.07199,1.73951,1.34253,0.000124126,0.000124126,0.000124126
146,2460.67,0.73689,0.67621,1.19012,0.7781,0.7514,0.85434,0.62855,1.08329,1.63938,1.33357,0.000119647,0.000119647,0.000119647
147,2477.29,0.75526,0.68595,1.20255,0.77404,0.69081,0.82892,0.61561,1.12333,1.89114,1.37944,0.000115169,0.000115169,0.000115169
